ID,point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7
ck7xqpm2d4pgc0832jhe6lmde,12,92,160,33,197,116,43,176
ck7xqqfmz4psh0832bqkbp587,49,7,44,186,159,188,164,7
ck7xqr4fj4q0m0832au1q6geo,23,71,139,186,204,117,89,5
ck7xqrtepi2er0758wi1adat3,40,29,67,222,183,202,152,5
ck7xqsil00h9i0981ybdwk0rn,43,173,151,197,187,33,83,5
ck7xqt57l0hic0981sequvz1t,72,38,157,41,147,194,58,187
ck7xqtalmi34o0758u97pduxi,202,189,10,185,15,66,202,70
ck7xqtv4c0hru0981f65z0rna,58,32,195,109,137,196,2,115
ck7xqu2a0v40i0813t52a7v0t,23,75,186,69,197,149,10,156
ck7xquqnvv4cq08131aqsm2sv,17,89,154,171,201,89,60,6
ck7xquvvci3sd075871v5lol3,181,145,181,57,41,53,44,141
ck7xqv7axd4yu0942pdfpzk78,95,0,181,40,133,185,28,143
ck7xqvpvb4s2v0832c20hw5ib,61,9,183,2,189,197,55,197
ck7xqw1y61doy0807a6u70i6w,40,206,160,206,160,5,40,0
ck7xqwae80iut0981518p112y,136,11,211,81,89,209,13,136
ck7xqwvvt4shc0832o4ynhqnr,51,180,151,187,157,28,58,21
ck7xqx17i1e1g0807svucgbyq,164,1,179,189,67,196,56,8
ck7xqy4y01elo0807xnnfn6pv,23,64,20,159,181,156,174,61
ck7xqyrxm36fq0878zlr58bt1,19,219,180,213,162,10,37,19
ck7xqz3bc36ls087890wgdx7e,55,25,58,201,170,195,164,13
ck7xqzrsai5qn0758dq8n12wb,211,190,211,83,41,83,35,190
ck7xr0i3w0kmo0981p96ztauc,21,50,109,195,196,143,106,1
ck7xr1cdcv71508138atple0t,16,93,50,186,218,122,178,29
ck7xr206y0l5o0981dwbxj86j,54,43,136,19,178,164,92,188
ck7xr32cz38fv0878byewvgl6,13,26,3,165,213,174,223,36
ck7xr40njv82u0813qy3lh4w5,105,6,181,51,102,178,26,134
ck7xr461961s80874vnagy62s,196,46,132,210,29,163,101,8
ck7xr4moo4viz0832vfa7joyc,209,114,162,190,12,98,68,24
ck7xr4xv6626b0874u8g49ly1,191,178,70,195,34,29,158,12
ck7xr50guv8l60813vgj07wv3,31,134,95,194,198,87,137,27
ck7xr5d3ed9bg0942h5mip56c,96,11,179,51,108,193,23,153
ck7xr5q57i82x0758mnmgbmgw,44,14,176,2,192,202,32,218
ck7xr6cjt62ny0874pk6vt9pw,20,86,172,34,208,126,56,182
ck7xr7fosv9g20813j4avgjb1,69,16,166,26,137,198,28,180
ck7xr85hq3al60878p0ywaaof,39,176,140,207,189,47,91,23
ck7xr8nhgdah409428fwuihge,195,193,43,205,40,16,165,11
ck7xr90uqi99n0758vezycqmg,47,41,208,67,191,168,26,143
ck7xr9nmx1iul0807htzto235,42,160,132,194,194,36,107,8
ck7xraapq3b940878er0yrx13,27,62,47,170,217,139,189,31
ck7xrakgkvahy0813iiolfpt4,215,175,215,73,22,53,14,155
ck7xrbehq64ab0874reep31s4,36,38,136,23,164,196,62,214
ck7xs6i7j5ecy0832cdgommf9,0,65,4,191,216,191,220,61
ck7xs6xyb3rlm087872mgpu49,183,138,105,188,25,53,97,8
ck7xs7le4dsns0942ciul0fwo,189,43,129,210,24,165,96,6
ck7xs81mb20na0807xads29jo,203,36,155,198,41,172,102,23
ck7xs8et13sl50878q04udpao,213,148,0,137,28,52,217,66
ck7xs92wg3sxj0878ycuz9uox,170,24,151,196,55,185,80,21
ck7xs9dqmvsg608132kztgjaz,152,10,184,175,71,194,47,18
ck7xs9oo56lxf0874xawfsxcu,165,17,176,178,31,186,39,9
ck7xsa1mx21rz08076heub21l,195,163,8,156,18,53,192,58
ck7xsadyu5gm408326gfldy8g,180,150,22,143,33,49,194,59
ck7xsb8ve5h6e0832n0xzjx9c,191,122,43,173,15,81,155,35
ck7xsbqzj6n2108740b7um03e,213,127,20,180,3,82,185,33
ck7xsc3va5hif0832rcks61p4,185,138,75,178,5,35,101,6
ck7xsctkevu8q081355j3o59e,180,40,143,189,51,164,90,21
ck7xsdwpl3vea0878x9yntitn,192,191,49,209,18,11,169,9
ck7xsedon3vo00878h0gvi9cj,144,20,203,105,62,204,1,110
ck7xsenxtitxb0758qz461vya,111,26,186,95,69,178,5,98
ck7xsf37x245g0807ukz4von8,212,96,173,201,7,112,60,27
ck7xsfdvr5j6p083265q25mv2,211,171,23,175,31,75,207,71
ck7xvevch53uy0878sx8lmz3z,135,12,45,36,78,185,173,164
ck7xvfdd43coq0807oaex6vlq,184,154,85,196,28,44,123,3
ck7xvfykj7xm408747675p8ea,121,15,197,64,106,200,25,148
ck7xvgmen2iqv0981grk685by,163,27,138,190,29,173,57,13
ck7xvhe3n2j2h0981bjiofr82,196,162,25,152,34,43,201,52
ck7xvi2as2jxk0981nwk9e66k,219,171,15,171,11,40,219,44
ck7xvijdgx5bi0813st8lmsvl,188,162,8,156,8,44,191,47
ck7xvj8u36tie0832x3lizao9,182,32,173,166,83,151,98,27
ck7xvjyfh55w50878gjrciz9h,162,6,193,202,75,220,50,21
ck7xvkgcxx6850813v4ov38h5,162,16,189,203,77,213,56,27
ck7xvlrwzx6xf0813saklu62z,199,146,114,203,29,68,111,11
ck7xvmcd73g3b0807jze3wiks,189,120,129,190,2,90,59,13
ck7xvn7uzk5rt0758vtot0cz8,157,35,140,184,53,173,71,25
ck7xvnn2z2mcy0981w6c45vjq,180,75,87,198,16,146,109,23
ck7xvodqd3gw80807s6m5bkre,191,56,92,183,8,130,112,18
ck7xvp37t2myg0981nwlnufsj,59,37,188,101,143,182,18,109
ck7xvq0e0x8pw0813zkfvwsmx,199,122,129,192,10,74,81,16
ck7xvqild2nhn0981jxtjaoee,196,118,137,187,13,91,68,18
ck7xvr1nnfb3y09425qklxq6w,150,36,200,110,73,198,23,125
ck7xvrhymx9di0813g2wqmvxg,175,25,128,211,23,181,69,4
ck7xvs2vn59e908785bnhgni1,223,168,15,164,19,40,223,40
ck7xvsn8bk7z90758iwp8hm84,205,179,12,157,26,49,218,72
ck7xvt83z833f0874ccvqpm74,114,15,179,75,83,174,20,112
ck7xvu09q6xth0832qqsqv7w8,219,64,91,200,3,135,133,17
ck7xvw4vsfd8v0942pemomaeg,157,9,170,182,62,190,53,14
ck7xvwp076ypu0832665jy6e6,213,163,8,171,5,43,206,33
ck7xvx697xbgy08130xmyqhg7,169,48,131,177,36,150,77,24
ck7y5fv1i6oht08076q44xe49,32,211,167,204,153,11,30,14
ck7y5ho645ucr0981ojm3apwm,218,139,222,30,27,78,6,180
ck7y5itgh0fh4081351oqm3bt,64,189,153,187,158,27,71,17
ck7y5xif062b80981ah12045y,5,85,33,186,196,132,156,37
ck7y5y6mbnkvd07586p46fbu7,7,56,113,212,211,148,104,2
ck7y5yquz62vo0981pblkabor,65,12,179,48,145,194,29,156
ck7y5z7ty6xki0807n1k9rn7a,187,123,152,51,15,83,33,164
ck7y5zx2e8oi30878k6qon31k,23,139,103,191,192,47,119,8
ck7y60gpqirjj0942nzuisoy9,27,103,168,189,220,100,79,27
ck7y61cmn63t309816ty76sa5,41,192,160,192,160,2,52,6
ck7y62c63blp70874ls1m4elg,32,168,122,197,179,58,94,34
ck7y63c21bm7208744zexfgmo,100,16,185,46,130,202,40,172
ck7y648e8bmou08747zrejkno,5,143,184,206,223,89,47,32
ck7y64yg865m90981z7brzela,72,7,169,19,153,178,51,161
ck7y65jje8r11087848pby61o,20,124,90,183,189,69,116,14
ck7y66fox66dh0981pg6o6vdi,48,180,143,211,198,46,103,19
ck7y67agciuq30942vf01nvy9,5,125,157,189,199,96,47,28
ck7y680nabopu08742ioe8hne,26,110,82,180,194,93,138,23
ck7y68rji0rty0813ihid4vle,8,131,77,194,196,64,124,9
ck7y6954072hr0807ihc4fyxr,21,66,215,49,221,137,25,161
ck7y69ug78tac0878v1tj3ku1,4,86,34,177,188,118,154,33
ck7y6adshiwf60942hftkofml,6,70,14,169,193,146,175,52
ck7y6b7n568sg0981ig6jx01f,68,11,166,19,166,192,62,195
ck7y6bwllbqqe087419a68910,7,79,26,183,210,147,189,44
ck7y6cgl6ixoq0942r55oypki,49,209,191,189,164,17,33,26
ck7y6d32769x20981bgbw9ebq,184,126,145,36,11,72,40,170
ck7y6dmu16a9l0981t1k6uz8g,207,147,192,41,6,59,15,171
ck7y6ea1jaj170832p82sku14,20,173,110,208,177,51,91,16
ck7y6eyxynt4p0758hix52fpw,202,159,206,58,46,47,27,140
ck7y6fnddbsz2087470oli9fa,30,52,134,25,177,172,57,209
ck7y6g6z9btc80874s68f29vw,41,46,150,33,167,202,53,219
ck7y6gxlhj0990942mr14e3mh,203,187,221,70,25,36,0,153
ck7y6i0pv77gm080746b3b7y2,9,142,80,216,202,86,128,20
ck7y6ixurj1fd0942y4309f5j,181,170,115,27,27,63,89,210
ck7y6jgnvj1sw0942a6xb8y1m,15,53,198,65,189,185,7,169
ck7y6kbhc8ze50878th2lvkcy,8,107,42,183,183,128,149,45
ck7y6l9o579bx08074idup692,31,35,62,207,172,189,141,18
ck7y6maycann6083235kau0aj,2,58,97,10,183,171,89,219
ck7y6n94a6gi30981urwc9e5h,23,66,112,4,192,148,85,214
ck7y6npf291d60878ey2u5nd0,26,166,116,221,207,58,120,18
ck7y6opxunyuh0758ekl7z9kz,133,210,199,44,105,13,36,174
ck7y6p10bnz2207581qzenimi,217,186,206,61,19,56,24,186
ck7y6pmxjbyx30874kfn186d7,170,209,170,19,36,19,36,212
ck7y6qsyj7chc08074y37ho5p,56,20,164,24,156,203,37,195
ck7y6roaw93pp0878r7a5kpnv,7,60,19,170,208,148,194,46
ck7y6sssdc0pu087494miga7w,21,63,190,67,194,159,11,153
ck7y6tvmdj84t0942sksiv3hf,61,0,180,12,168,199,36,191
ck7y6ucx795ew0878xuegqmeh,11,77,187,43,207,143,31,180
ck7y6us6w7f2h080775q0xd30,20,103,176,187,223,100,76,22
ck7y6ve5m7fkm0807hi9l9g25,38,177,139,195,164,31,68,16
ck7y6w39f15yt0813sywfkst5,44,44,198,52,190,149,25,128
ck7y6wi29ja4v0942t447hhh7,72,28,158,28,161,178,65,178
ck7y6x97t16o50813d1joqflb,31,53,108,18,179,143,92,184
ck7y6xqc4c3yo08745andczi7,19,187,131,216,172,46,64,21
ck7y6yo9vjbku0942evw20lrn,54,14,157,9,166,193,56,199
ck7y6zef26nw40981snursypw,57,1,176,1,169,218,43,215
ck7y70dcyjcr70942giq42u6j,49,68,113,30,177,138,109,180
ck7y70s4q7j030807fhp3kw4l,24,187,129,208,175,43,73,22
ck7y71jw2c6pp0874yae7x0om,63,11,54,181,158,185,166,11
ck7y72j341a6p08137r22op5f,29,180,114,215,180,72,99,34
ck7y73f2x1apr0813pwyo4d50,23,115,85,189,203,94,142,20
ck7y74j769bv608785y669ore,195,137,178,81,20,86,3,145
ck7y75ldgo9gk07588ido6w04,11,79,15,176,187,164,177,66
ck7y76eiyjgbn0942p8gb3m0c,3,123,55,26,223,112,178,209
ck7y776ak6sv8098114tlz02t,4,121,61,205,193,106,133,26
ck7y77l1o9dqv087818sofvu3,56,44,145,35,163,182,71,195
ck7y793vr1ebd0813y0oxpaz4,31,40,14,155,207,163,210,40
ck7y79yo5cbxq0874mgw2s82d,40,32,133,3,191,169,89,203
ck7y7b57h6w0e09818zjwjo20,4,51,4,171,222,168,212,39
ck7y7bpw67q3h08077p0veluo,219,119,38,169,14,83,176,50
ck7y7c0w6cdia0874g1s05v4l,182,178,190,79,21,53,3,149
ck7y7csdejkx80942uwq4v2ug,9,115,84,191,208,65,132,0
ck7y7d62n9hwa0878bqnrn3la,20,82,26,180,187,163,169,73
ck7y7dunh9i9808781tzg2bnj,17,100,68,179,210,96,163,26
ck7y7ej1yb6130832rs034fsx,190,176,137,16,37,45,81,209
ck7y7ex2rjm5z0942w29eckdt,2,60,11,170,197,141,171,35
ck7y7g05ioh0e0758y79yj4yb,5,59,188,43,198,160,11,176
ck7y7gzsa9k6o0878nanzl2tn,53,8,168,8,168,211,47,211
ck7y7huql9kli08781873nb9m,19,95,78,36,184,134,122,197
ck7y7iofk9l1i0878w8t9jl6y,67,21,164,21,164,187,63,187
ck7y7jdznoitq0758wsdloa0b,76,14,180,31,153,191,49,174
ck7y7k2cwjp120942sx66bdhb,55,15,169,31,141,202,31,190
ck7y7l79fb9hq0832tpnmtyka,23,77,44,181,222,144,201,44
ck7y7m33p9mnr0878xolpwn6y,57,42,36,143,205,177,218,72
ck7y7mzoqokck0758tr8rg8az,65,40,145,33,164,169,80,181
ck7y7o0rjjqp009425i5eit8w,52,13,151,10,167,184,62,194
ck7y7op12738h0981tqjuxjt0,41,39,137,7,198,144,93,186
ck7y7p2bn9nuy0878mlporrfr,67,23,173,29,173,185,64,172
ck7y7pmra1nav0813vibe3x4w,90,1,202,24,151,215,32,187
ck7y7qqe91ntl08133t1w7l11,218,160,9,168,0,50,216,41
ck7y7rsfpjs9b0942iocf26f9,25,35,200,64,181,175,3,143
ck7y7u1bnjtco0942onllvszs,20,103,60,192,215,123,174,37
ck7y7ujpncmj608740jb63wom,195,172,187,75,10,60,7,160
ck7y7uusvcmog0874tqtb7yfs,18,160,134,194,181,32,78,10
ck7y7veok7zt20807pusbgmxt,22,92,151,23,190,96,62,168
ck7y7voh9ju1k0942ward7fyw,10,75,34,168,195,124,168,34
ck7y7w37noofx07587pj3apxq,34,61,27,157,197,168,205,69
ck7y7wqxs9rm40878ykz1tulk,31,167,129,213,197,52,101,16
ck7y7xhwj1qwv0813udrufdg3,57,202,165,186,140,28,41,36
ck7y7yg7i81m60807jhm9alhx,41,14,156,4,173,205,51,211
ck7y7z2mb77ra0981cl64a74l,180,162,124,6,33,36,89,195
ck7y802221rz90813627wvoaq,77,207,180,183,140,7,42,30
ck7y80jpsjw4d0942rhrb3i3l,41,12,144,0,163,185,61,193
ck7y815l6bgn70832g0opzack,46,217,156,217,151,28,41,33
ck7y82401jwo10942hvbmvt3k,6,177,93,222,176,73,89,23
ck7y8352t1tbt0813d2sik2zx,82,200,16,127,144,15,209,88
ck7y8436ucqtv0874abhqoxgc,37,49,125,21,181,175,88,203
ck7y858jm84n70807lwggxu45,9,89,171,13,219,100,51,186
ck7y861m27aot0981bnpomgqm,6,42,19,154,193,129,176,29
ck7y86lcm1uo50813zr80pbz8,108,47,174,92,78,185,16,125
ck7y86xxpjyvy0942q2syyhbk,5,69,22,184,220,152,200,42
ck7y870bxjyx70942xjk5vui2,196,136,37,188,13,88,168,40
ck7y87mkn9w4t0878q0ymxfo5,30,47,177,95,149,181,1,130
ck7y87n7gbjaz0832xc27bor4,221,133,32,207,3,100,174,36
ck7y88m89otmp0758lsznfzgr,35,134,59,215,180,179,120,0
ck7y89ptycsvf08744oy8lxks,9,70,185,43,219,137,1,171
ck7y8aqjq86u70807j14e3j1y,211,161,16,182,16,72,202,47
ck7y8b4srk0mj0942mhbabk9p,27,41,2,148,215,172,221,62
ck7y8bamc9xin0878h9uh0zp5,187,156,98,189,49,47,131,19
ck7y8bhvkbkyh0832vnro626a,20,64,168,69,180,158,20,155
ck7y8bzzcouy60758lnnad0ey,154,27,178,167,78,183,62,43
ck7y8cexgblbb0832qg9m0jnv,162,5,174,179,60,182,57,11
ck7y8cihjctyi08747p3vdose,15,192,119,221,169,42,65,13
ck7y8d5kw1x5908136ujmyv1e,95,9,179,48,109,195,25,156
ck7y8dbft1x7j0813l5zyw620,22,88,43,170,185,134,168,52
ck7y8e4a81xhm0813wh2r7fyy,13,93,156,170,202,89,55,9
ck7y8e5mbblwk0832f10yj4fu,159,28,166,212,60,216,56,31
ck7y8eo1m1xpe0813m5ibii45,94,28,171,74,87,203,14,158
ck7y8f6mk88gd080790x2tnru,34,75,114,22,201,149,121,206
ck7y8f7r4ow2t07587a8yawba,140,24,196,89,84,186,28,122
ck7y8fmutk22l0942mhnd758b,170,42,153,180,76,167,93,33
ck7y8fvw51y4s0813rtpxdl17,7,75,27,172,196,132,171,39
ck7y8g95towis0758nolorzi0,48,33,137,21,160,199,67,206
ck7y8grgd9zd20878r3qqh52a,212,132,135,207,10,72,93,21
ck7y8h3hxk2kp0942dnir7zmx,45,42,61,200,165,189,149,36
ck7y8hgdu1ypd0813g43dzybc,4,80,178,43,207,130,23,180
ck7y8i0fwcvr108747q1cc12a,25,88,63,162,191,98,153,27
ck7y8inltk35b0942yig5jkv9,15,115,65,182,191,87,141,31
ck7y8j73w1ze808133fa6w9er,22,38,66,222,194,187,145,12
ck7y8jz2mcwiz0874mspy0gjl,44,31,16,123,184,174,212,79
ck7y8khv7k3v80942i805804c,26,148,119,193,188,48,95,5
ck7y8lap4k48y094225lb7xgg,35,32,75,211,187,184,151,5
ck7y8lgf97ga709814225wtdl,186,154,11,145,27,47,199,54
ck7y8ltoe8aro080791pflfdu,200,163,6,152,20,47,200,65
ck7y8lwgqcxas0874w98zwoys,67,195,169,184,150,2,44,17
ck7y8ma05a1lb0878jebqo9rv,201,90,168,189,7,128,50,36
ck7y8mnaeoyvt0758lo9jehp5,34,41,129,5,188,178,89,210
ck7y8mspd7gv00981mrprorj7,199,119,140,192,24,109,80,34
ck7y8n7f3211l0813zmw6ejcz,9,86,157,41,184,128,36,170
ck7y8ne4coz8f0758hl13shmw,181,119,58,162,26,83,152,39
ck7y8oewabpnk0832dpp64xyl,127,25,201,71,90,200,16,142
ck7y8ow477hno0981p78up9z8,141,34,194,91,47,177,5,103
ck7y8pec7k5rj09423nkare1h,18,111,58,42,181,99,136,176
ck7y8pgyw21vz08135422fz4p,2,69,123,41,191,166,114,188
ck7y8qbzep0c10758vztqdiux,69,195,207,99,150,31,15,117
ck7y8qqq9k67v0942czfif726,215,117,181,14,0,73,46,188
ck7y8rbaf7ij20981tm8a02ko,11,104,60,199,214,96,160,11
ck7y8rn9t22nj0813e796oboi,12,128,112,19,184,85,84,191
ck7y8s4dw8d620807hrmu0q0y,211,200,10,177,21,56,222,79
ck7y8s57s7iw60981itzug1nv,84,7,173,29,126,187,36,158
ck7y8sft27j2r0981y05z7ejj,32,177,137,211,188,41,89,16
ck7y8soonk6vg0942ysn6xt33,195,165,80,187,30,16,139,4
ck7y8spd18det0807qjyerfoo,6,120,178,164,210,67,39,26
ck7y8td1i23f50813grspgcsc,27,180,130,213,186,31,86,3
ck7y8tk5qd08j0874ucxu2vju,219,110,53,203,4,96,162,18
ck7y8u2svp1q80758nb2hlmm6,32,44,66,205,173,177,134,15
ck7y8u58f7jvr0981v0m55ink,215,117,162,203,11,109,68,23
ck7y8uhcrbs2m0832sd9073gq,49,19,126,1,187,159,103,207
ck7y8umdc23xy0813h2456hl8,192,179,31,142,54,47,219,83
ck7y8v5wrbscs0832tjw7z1tp,217,164,213,47,8,47,0,168
ck7y8ve6ea53c0878os3p252b,182,120,114,187,8,77,75,9
ck7y8vpe4d1810874cnhsb8z6,30,79,45,169,217,154,217,65
ck7y8w0ix7kuz0981jd6hzn53,204,112,57,185,11,100,161,27
ck7y8wgchbtc10832j1m19dft,4,115,160,202,194,88,21,16
ck7y8wssc8fp40807nt3l7uem,120,50,190,83,93,167,20,120
ck7y8x6x8k9er0942lktyr306,194,159,197,97,35,74,4,133
ck7y8x8wia6gc0878kl69u1db,185,45,145,221,40,199,75,23
ck7y8xwzc8gns0807257lmakz,126,12,210,62,103,214,17,150
ck7y8yjulp4wj0758bh9jpxv1,50,9,181,14,201,175,40,170
ck7y8yno4p4yn0758rgtvsbgr,131,21,201,86,84,215,5,145
ck7y8yze7bvbz0832xtwell1o,210,177,23,170,31,39,221,51
ck7y8z9fc27ao0813p4ax9wgy,24,28,137,6,169,177,41,198
ck7y8ze47bvpq0832hvrjkqej,191,172,17,142,37,45,199,62
ck7y8zy9r27t9081335cfi7k8,120,5,195,88,75,196,1,125
ck7y8zyzip60c0758zisfrude,75,22,175,33,153,216,50,200
ck7y90ao8p68v07586m90ig37,171,25,162,214,41,205,64,21
ck7y90nbf7ooi09810dryc241,19,47,0,161,199,191,216,78
ck7y90pyc28d808135nu4chw0,206,112,64,179,28,94,160,29
ck7y91bvhkct20942ppfcl1gz,43,38,130,7,190,157,102,189
ck7y91j6maa420878mw381llg,169,71,100,213,18,172,86,30
ck7y91tpnd6br0874ejy2hzo7,72,2,167,20,138,189,42,171
ck7y920cq8jy30807hz5qazzh,175,133,56,176,27,107,146,64
ck7y92j2rkdp10942xxs1gcgr,99,5,188,38,135,196,41,164
ck7y92tqiab1w0878jdufy7b3,179,174,74,208,34,41,128,15
ck7y936ed7qs60981yllkpi9u,8,95,59,173,190,88,144,14
ck7y9395yabfr0878sfi5kvpp,174,25,174,217,54,221,54,25
ck7y93t58abrv08788w45uk7l,200,136,91,201,0,53,96,16
ck7y93vaokeqv0942rk7iprla,31,212,190,212,200,13,65,18
ck7y94rsl7rse0981zurgcoz6,68,27,161,21,167,196,65,196
ck7y95acrd8yh0874as4k734e,43,41,218,78,200,177,14,131
ck7y95lvkc0dw0832nfaeaeqh,26,164,149,207,192,63,76,27
ck7y965pmc0s70832gkqzm828,206,194,209,45,23,31,15,155
ck7y96otvda4d0874s6zep9uk,189,151,181,37,4,57,0,167
ck7y976prc1m10832tpu75yad,133,14,195,78,69,186,10,112
ck7y97fce7twi0981tyij66fp,19,199,150,214,184,16,57,5
ck7y982lvdb8i0874jc5bj7nk,62,9,165,13,154,194,44,187
ck7y98mon7umo0981r4cjpf3n,180,165,47,194,29,31,134,11
ck7y98r6n7uqi09819lb1u62w,18,140,109,192,212,52,124,19
ck7y993yrpcot0758g0ftnw4s,199,82,69,163,14,105,144,37
ck7y99bjfc2po0832yp546t2b,219,174,213,47,21,36,2,161
ck7y99i38c2tv08321n10mbdy,215,122,151,209,3,93,73,11
ck7y9a1c38pe20807gb0l1kkh,18,68,27,161,198,141,178,49
ck7y9a3qmafp708786cywpync,183,42,133,211,27,181,79,14
ck7y9ay6yc3h00832n0for5hf,182,109,47,176,9,100,144,33
ck7y9aymrdcgz08748pqwy0zj,40,34,206,83,178,184,0,124
ck7y9bf1l2f8w0813z72wn5m7,35,62,188,86,176,180,15,157
ck7y9c80n8qd60807dqhf31n9,3,93,36,195,216,129,175,35
ck7y9c9nr2fo8081365p01cxz,176,8,168,208,44,200,48,4
ck7y9d4mlpedr07587pxdk5kq,181,116,54,186,17,116,141,47
ck7y9dod92g6i0813q3cv05d3,204,165,12,156,17,46,209,55
ck7y9dzhw7x1b0981nihij60a,197,170,129,15,17,55,73,217
ck7y9epic7xch0981kaylkowv,197,102,146,172,21,87,72,14
ck7y9epsi2gn50813s6m8so2v,71,10,160,24,135,180,50,170
ck7y9fg32de790874h5y1v7dl,12,78,177,28,203,119,29,169
ck7y9fknekl4209421vtna7bi,200,77,104,215,15,149,114,24
ck7y9fpijc5ej0832s0a1lvwg,69,8,186,36,146,186,26,162
ck7y9fwy9c5jb0832fidvgnrc,188,151,20,151,23,58,177,54
ck7y9g8nypfsj07583tqgx3ce,3,67,181,48,206,143,11,170
ck7y9gk1v8s8g0807rfnxyueg,170,39,139,200,46,184,81,25
ck7y9gqlxklpy0942gw6mb9k8,54,196,182,196,153,27,38,24
ck7y9h3qeklx70942zgln5sm2,190,164,187,52,10,52,7,161
ck7y9h3w3klxn0942pn45jhxi,187,117,54,186,13,103,139,36
ck7y9hsctaj6c0878faj2tgpc,24,72,81,12,186,100,127,174
ck7y9icj9dfni0874vqo438i3,69,22,165,29,154,180,58,176
ck7y9iuq4c77408328a74jyyu,176,138,112,198,9,84,73,28
ck7y9j252dg4m08748btdcba5,13,120,72,207,209,113,150,26
ck7y9jghqakgj0878ox6dn9im,168,18,141,202,27,189,53,5
ck7y9kcfyc8hj0832o5w5686p,8,124,80,193,219,74,141,22
ck7y9kgvnkoeo0942vmwmr7q8,190,48,132,196,41,160,96,12
ck7y9kxv22khk0813qlnl1g28,22,57,192,57,192,166,16,160
ck7y9l1cy8vcq0807sw0hxeyi,203,107,69,185,26,104,153,32
ck7y9lhkt2l2c0813mhi15qgo,79,210,174,189,135,32,48,53
ck7y9lmc2c9pe0832sgyiq2a6,186,143,9,161,9,74,182,56
ck7y9m4y22lpl0813syc3ot17,7,82,32,186,203,135,170,31
ck7y9maewcacv0832v4xto1c8,129,19,168,165,90,190,46,35
ck7y9mia5pkdi0758rwm8x5uj,56,173,145,181,154,24,67,21
ck7y9mtdqdjlm0874secmrshz,207,170,210,48,20,34,3,153
ck7y9mvha2mf60813pher7j62,190,180,9,139,39,32,211,67
ck7y9nc0zkrax0942hm72in4s,172,19,172,213,24,207,34,6
ck7y9nfkh2my90813sg7680mf,62,213,153,193,123,33,41,57
ck7y9ntnvcbr10832xq21239z,198,132,123,198,9,70,81,12
ck7y9o26adko80874spnonah0,20,154,109,200,191,58,106,22
ck7y9o908aold0878cr5538v7,222,167,114,205,19,37,124,16
ck7y9ojy484kh0981ucv2np1e,32,46,203,61,203,167,21,152
ck7y9p7krkt3n0942vrx8o02t,12,64,19,176,217,156,201,44
ck7y9puxv2p7h0813qb3ot1uk,22,60,108,5,199,132,113,192
ck7y9qbe7pnjw0758ynyiyyrk,188,169,22,177,18,73,185,61
ck7y9qgq0909k0807tb7o634r,19,111,64,188,182,118,138,44
ck7y9r7352q310813n4nqh1ft,12,70,20,164,189,143,171,49
ck7y9rcbn2qb808136jpozf0b,155,21,148,190,49,186,56,17
ck7y9s06cppex07587q8jkrkg,8,84,64,22,189,122,129,187
ck7y9s9kwcg580832q7dlxvgr,193,116,144,193,15,106,71,32
ck7y9sltw92kl0807zj5j7w7r,14,64,184,58,190,168,8,174
ck7y9tia6dq5x0874be7a5qn6,204,86,171,193,1,140,34,32
ck7y9tkpfpr1b0758w50w4tag,15,63,197,38,218,129,3,157
ck7y9u2jzkxyq09420g8wlud9,212,55,104,174,13,149,125,40
ck7y9udsl8akp0981q2075v4w,23,39,163,19,179,199,63,215
ck7y9uiojpsag0758ulnhq4sf,205,179,3,195,3,64,199,59
ck7y9v33zds2w0874l5s6qphx,11,69,9,159,192,144,177,54
ck7y9vo8qpton0758jumku06v,7,117,89,197,206,85,130,19
ck7y9vzbb96hy08079aaca4av,215,169,8,177,8,57,206,48
ck7y9wi1j8cyl0981b4yaf7uy,35,59,135,19,195,179,99,215
ck7y9x7aql1hv0942cdpvlrnc,189,160,100,207,22,56,112,18
ck7y9x7c12x6j0813iiezum07,96,2,210,47,145,218,31,177
ck7y9y0s8022d0918uvzb9uiq,18,114,54,197,202,125,163,38
ck7y9y2982y8j0813b6vt7b72,199,51,153,220,36,186,98,27
ck7y9ylltcnj50832d6kevae8,45,18,22,201,141,214,164,32
ck7y9ze11l3yz0942ksyn21ys,69,15,163,32,135,193,44,176
ck7ya00encp1w0832ee812s6f,34,180,135,207,178,30,81,4
ck7ya09thpyrx0758pleldknv,60,178,152,184,155,31,66,21
ck7ya0qd48hko09814ykk2b86,220,157,0,185,4,81,212,53
ck7ya14omcqaf0832q4x9uk8h,146,23,201,87,79,186,28,113
ck7ya14uj9cb70807srpsjfnh,108,204,184,47,96,11,20,162
ck7ya1ke0cqwm0832n075pce7,193,125,32,159,19,72,169,40
ck7ya1vljq0lh0758658u7wrp,140,21,171,180,71,191,51,37
ck7ya2eyz9dp00807ebf5k9uo,160,7,179,204,61,217,48,18
ck7ya2sxxq1q20758jh74m04w,46,169,141,185,156,39,66,28
ck7ya2xqzq1vq0758q080bg20,168,19,163,217,32,207,47,16
ck7ya39hg9eqd080762ogr8hm,47,12,167,15,162,195,44,184
ck7ya3b5d341e08134qey34cc,193,139,9,158,9,56,179,44
ck7ya3r3lctao0832xhrxe3s9,169,190,54,197,47,27,148,23
ck7ya3yme34uq08134pa9vzjf,212,144,115,193,27,47,122,8
