ID,Label
ck7xpfy0nuf4s0813s8r3agze,"{""points"":[{""geometry"":[{""x"":1307,""y"":2187},{""x"":1280,""y"":2614},{""x"":2034,""y"":2640},{""x"":2032,""y"":2195}]}]}"
ck7xpgtzf2gv408788h6fybeh,"{""points"":[{""geometry"":[{""x"":1139,""y"":2158},{""x"":1407,""y"":2678},{""x"":2320,""y"":2176},{""x"":2014,""y"":1692}]}]}"
ck7xphij3ufx708134a4ke1nf,"{""points"":[{""geometry"":[{""x"":1698,""y"":1006},{""x"":2241,""y"":1104},{""x"":2108,""y"":1953},{""x"":1555,""y"":1869}]}]}"
ck7xpi3ddugbz0813banuuica,"{""points"":[{""geometry"":[{""x"":662,""y"":955},{""x"":2169,""y"":938},{""x"":2151,""y"":1831},{""x"":604,""y"":1795}]}]}"
ck7xpj45gch5p0942qhvkyinu,"{""points"":[{""geometry"":[{""x"":334,""y"":2470},{""x"":1272,""y"":2219},{""x"":1125,""y"":1698},{""x"":203,""y"":1946}]}]}"
ck7xpk1lk0qjs0807k66juq5w,"{""points"":[{""geometry"":[{""x"":1356,""y"":1328},{""x"":1820,""y"":1538},{""x"":1462,""y"":2346},{""x"":1039,""y"":2127}]}]}"
ck7xpl18iui3808133vw3bf5k,"{""points"":[{""geometry"":[{""x"":727,""y"":1306},{""x"":1556,""y"":1137},{""x"":2149,""y"":2293},{""x"":1210,""y"":2615}]}]}"
ck7xpm2j445bk0832q2e7wizy,"{""points"":[{""geometry"":[{""x"":629,""y"":2823},{""x"":2107,""y"":2698},{""x"":1827,""y"":563},{""x"":607,""y"":635}]}]}"
ck7xpmp560ry70807h75k14gn,"{""points"":[{""geometry"":[{""x"":382,""y"":2649},{""x"":2175,""y"":2797},{""x"":2146,""y"":1805},{""x"":575,""y"":1660}]}]}"
ck7xpn6ko45wa0832yrw7zzf2,"{""points"":[{""geometry"":[{""x"":871,""y"":2598},{""x"":884,""y"":1859},{""x"":2075,""y"":1846},{""x"":2173,""y"":2549}]}]}"
ck7xpnrgl5d2a0874yzy1oc45,"{""points"":[{""geometry"":[{""x"":531,""y"":2554},{""x"":676,""y"":3062},{""x"":1462,""y"":2793},{""x"":1293,""y"":2304}]}]}"
ck7xpoddtck5m0942pqno39p8,"{""points"":[{""geometry"":[{""x"":427,""y"":2295},{""x"":903,""y"":2828},{""x"":1810,""y"":2061},{""x"":1393,""y"":1586}]}]}"
ck7xpozhr2lew08786bwfwon4,"{""points"":[{""geometry"":[{""x"":1795,""y"":1750},{""x"":2060,""y"":2109},{""x"":1350,""y"":2545},{""x"":1098,""y"":2147}]}]}"
ck7xppmwj478j0832hdes3nlx,"{""points"":[{""geometry"":[{""x"":677,""y"":1788},{""x"":656,""y"":2461},{""x"":1782,""y"":2397},{""x"":1745,""y"":1694}]}]}"
ck7xpq9xt5epe0874o4jup1nh,"{""points"":[{""geometry"":[{""x"":1243,""y"":2078},{""x"":1699,""y"":2152},{""x"":1852,""y"":1506},{""x"":1423,""y"":1407}]}]}"
ck7xpqrcxul870813nskcn77d,"{""points"":[{""geometry"":[{""x"":1121,""y"":1264},{""x"":1222,""y"":1715},{""x"":1618,""y"":1605},{""x"":1498,""y"":1173}]}]}"
ck7xpreeh2mpb08789dx91gca,"{""points"":[{""geometry"":[{""x"":640,""y"":1594},{""x"":1182,""y"":1740},{""x"":1436,""y"":806},{""x"":904,""y"":675}]}]}"
ck7xps971cmh60942kn3cvsss,"{""points"":[{""geometry"":[{""x"":855,""y"":1483},{""x"":998,""y"":2293},{""x"":1467,""y"":2207},{""x"":1319,""y"":1399}]}]}"
ck7xpsvercmr30942h2s96cco,"{""points"":[{""geometry"":[{""x"":1421,""y"":1172},{""x"":1886,""y"":1261},{""x"":1710,""y"":2078},{""x"":1246,""y"":1979}]}]}"
ck7xptkm0cn4d0942kes0ptkq,"{""points"":[{""geometry"":[{""x"":995,""y"":1605},{""x"":992,""y"":2390},{""x"":1446,""y"":2383},{""x"":1444,""y"":1607}]}]}"
ck7xpuhvn014r0981x3jyil28,"{""points"":[{""geometry"":[{""x"":385,""y"":2109},{""x"":656,""y"":2449},{""x"":1257,""y"":1978},{""x"":987,""y"":1640}]}]}"
ck7xpvauvhn4x0758haczkzb1,"{""points"":[{""geometry"":[{""x"":816,""y"":2125},{""x"":1278,""y"":2154},{""x"":1223,""y"":2960},{""x"":760,""y"":2924}]}]}"
ck7xpwcsm2p970878thx2nmxu,"{""points"":[{""geometry"":[{""x"":1013,""y"":2211},{""x"":1121,""y"":2692},{""x"":1965,""y"":2488},{""x"":1839,""y"":2011}]}]}"
ck7xpx7hb0xg00807gpgvxz11,"{""points"":[{""geometry"":[{""x"":1030,""y"":1894},{""x"":1139,""y"":2288},{""x"":1874,""y"":2069},{""x"":1734,""y"":1706}]}]}"
ck7xpy2qp4c6k0832hvyg94gm,"{""points"":[{""geometry"":[{""x"":2042,""y"":1024},{""x"":2086,""y"":2161},{""x"":2688,""y"":2134},{""x"":2642,""y"":1043}]}]}"
ck7xpywz803dp0981x67hp1j7,"{""points"":[{""geometry"":[{""x"":1149,""y"":2258},{""x"":1739,""y"":2604},{""x"":1949,""y"":2219},{""x"":1351,""y"":1893}]}]}"
ck7xpzj3d03oz09815retivrd,"{""points"":[{""geometry"":[{""x"":1026,""y"":2590},{""x"":1423,""y"":2862},{""x"":1906,""y"":2179},{""x"":1502,""y"":1903}]}]}"
ck7xq0j0tcquw09424swnwnqz,"{""points"":[{""geometry"":[{""x"":1093,""y"":2106},{""x"":1061,""y"":2634},{""x"":2213,""y"":2516},{""x"":2115,""y"":1988}]}]}"
ck7xq1cvb04g10981yapuxiv0,"{""points"":[{""geometry"":[{""x"":166,""y"":1736},{""x"":420,""y"":2649},{""x"":2188,""y"":2036},{""x"":1766,""y"":1301}]}]}"
ck7xq2b2zur9n0813seu9tmbm,"{""points"":[{""geometry"":[{""x"":1343,""y"":1581},{""x"":1967,""y"":1805},{""x"":1665,""y"":2992},{""x"":989,""y"":2848}]}]}"
ck7xq30nd2svy0878axwdy0mv,"{""points"":[{""geometry"":[{""x"":1400,""y"":1655},{""x"":2063,""y"":1625},{""x"":2235,""y"":2576},{""x"":1569,""y"":2671}]}]}"
ck7xq3nml2tbx0878wjuwkqob,"{""points"":[{""geometry"":[{""x"":763,""y"":2769},{""x"":1499,""y"":2757},{""x"":1467,""y"":1689},{""x"":775,""y"":1694}]}]}"
ck7xq44t206du0981l6htjsrj,"{""points"":[{""geometry"":[{""x"":172,""y"":1565},{""x"":868,""y"":1562},{""x"":887,""y"":2386},{""x"":179,""y"":2386}]}]}"
ck7xq4oh111sh08079diewbgp,"{""points"":[{""geometry"":[{""x"":1552,""y"":2675},{""x"":2259,""y"":2804},{""x"":2365,""y"":1940},{""x"":1689,""y"":1858}]}]}"
ck7xq51xz4ga1083259k4qj6n,"{""points"":[{""geometry"":[{""x"":937,""y"":2723},{""x"":1343,""y"":2950},{""x"":1723,""y"":2272},{""x"":1333,""y"":2080}]}]}"
ck7xq5gkq5mnp0874g17wxqp6,"{""points"":[{""geometry"":[{""x"":676,""y"":2225},{""x"":1077,""y"":1837},{""x"":1747,""y"":2478},{""x"":1320,""y"":2913}]}]}"
ck7xq62u72uvr0878zb8092rx,"{""points"":[{""geometry"":[{""x"":843,""y"":2661},{""x"":1545,""y"":2825},{""x"":1644,""y"":2356},{""x"":962,""y"":2221}]}]}"
ck7xq73l85nps0874cs5fqbx7,"{""points"":[{""geometry"":[{""x"":760,""y"":1263},{""x"":1249,""y"":1141},{""x"":1477,""y"":1966},{""x"":968,""y"":2106}]}]}"
ck7xq80yicvna0942754eht3x,"{""points"":[{""geometry"":[{""x"":505,""y"":1291},{""x"":1406,""y"":1619},{""x"":1200,""y"":2155},{""x"":311,""y"":1804}]}]}"
ck7xq8st5uvls081353luv6h7,"{""points"":[{""geometry"":[{""x"":922,""y"":1247},{""x"":1387,""y"":1202},{""x"":1462,""y"":1988},{""x"":989,""y"":2022}]}]}"
ck7xq9nvp2wz608783txdyv5f,"{""points"":[{""geometry"":[{""x"":739,""y"":1810},{""x"":785,""y"":2274},{""x"":1594,""y"":2191},{""x"":1550,""y"":1724}]}]}"
ck7xqc99s0awe0981luncf47r,"{""points"":[{""geometry"":[{""x"":848,""y"":1732},{""x"":793,""y"":2187},{""x"":1579,""y"":2276},{""x"":1634,""y"":1832}]}]}"
ck7xqcpmb0b2q098148h21mps,"{""points"":[{""geometry"":[{""x"":2017,""y"":2568},{""x"":1819,""y"":3052},{""x"":987,""y"":2690},{""x"":1247,""y"":2201}]}]}"
ck7xqd20b4kou08327tz7jh9e,"{""points"":[{""geometry"":[{""x"":1433,""y"":1621},{""x"":1614,""y"":2693},{""x"":961,""y"":2821},{""x"":841,""y"":1760}]}]}"
ck7xqd24w4kpb08324l29qrj2,"{""points"":[{""geometry"":[{""x"":635,""y"":2237},{""x"":830,""y"":1827},{""x"":1485,""y"":2143},{""x"":1285,""y"":2553}]}]}"
ck7xqe181cyku09428uqbvz65,"{""points"":[{""geometry"":[{""x"":641,""y"":3031},{""x"":1091,""y"":3164},{""x"":1349,""y"":2395},{""x"":897,""y"":2250}]}]}"
ck7xqeqa15rlx0874rsu95ugy,"{""points"":[{""geometry"":[{""x"":1690,""y"":1426},{""x"":2350,""y"":1953},{""x"":2747,""y"":1474},{""x"":2045,""y"":1017}]}]}"
ck7xqfkqfuysd0813bkhjijf9,"{""points"":[{""geometry"":[{""x"":985,""y"":2146},{""x"":1689,""y"":2351},{""x"":2035,""y"":1228},{""x"":1380,""y"":1075}]}]}"
ck7xqg8kcuyxw0813srfx934h,"{""points"":[{""geometry"":[{""x"":817,""y"":2049},{""x"":2459,""y"":1474},{""x"":2187,""y"":534},{""x"":470,""y"":1050}]}]}"
ck7xqgx1a17z00807dal0r9aq,"{""points"":[{""geometry"":[{""x"":825,""y"":1980},{""x"":1236,""y"":2229},{""x"":1590,""y"":1631},{""x"":1196,""y"":1407}]}]}"
ck7xqhvr730610878i735jl0t,"{""points"":[{""geometry"":[{""x"":1063,""y"":2016},{""x"":1124,""y"":2451},{""x"":1936,""y"":2413},{""x"":1938,""y"":1972}]}]}"
ck7xqioco4mz20832n56781vr,"{""points"":[{""geometry"":[{""x"":1948,""y"":2102},{""x"":1865,""y"":1460},{""x"":1413,""y"":1483},{""x"":1418,""y"":2130}]}]}"
ck7xqjnha5tc30874zglla6an,"{""points"":[{""geometry"":[{""x"":869,""y"":1831},{""x"":910,""y"":1471},{""x"":1804,""y"":1522},{""x"":1866,""y"":1874}]}]}"
ck7xqkav14njm083291cr9wpn,"{""points"":[{""geometry"":[{""x"":1161,""y"":2587},{""x"":1673,""y"":2572},{""x"":1650,""y"":2243},{""x"":1129,""y"":2269}]}]}"
ck7xqkz0zv0q70813wxbv2kfj,"{""points"":[{""geometry"":[{""x"":484,""y"":2499},{""x"":1676,""y"":2311},{""x"":1513,""y"":1663},{""x"":377,""y"":1818}]}]}"
ck7xqlniu19pd0807d5b6qq9c,"{""points"":[{""geometry"":[{""x"":892,""y"":2328},{""x"":1544,""y"":2314},{""x"":1441,""y"":1488},{""x"":900,""y"":1494}]}]}"
ck7xqmajh1a020807faow1f6j,"{""points"":[{""geometry"":[{""x"":1691,""y"":2742},{""x"":1625,""y"":3332},{""x"":2651,""y"":3446},{""x"":2719,""y"":2849}]}]}"
ck7xqmzgpd1rw0942f4e59zra,"{""points"":[{""geometry"":[{""x"":465,""y"":1738},{""x"":549,""y"":2356},{""x"":1592,""y"":2243},{""x"":1519,""y"":1628}]}]}"
ck7xqnsmf4ovg0832ywo93y9e,"{""points"":[{""geometry"":[{""x"":919,""y"":2554},{""x"":1581,""y"":2813},{""x"":1977,""y"":1611},{""x"":1317,""y"":1415}]}]}"
ck7xqob5s0fls09812mspz5dm,"{""points"":[{""geometry"":[{""x"":1456,""y"":1577},{""x"":1758,""y"":1927},{""x"":2344,""y"":1532},{""x"":2032,""y"":1207}]}]}"
ck7xqosyr1awy0807ytkd4ujv,"{""points"":[{""geometry"":[{""x"":1998,""y"":2109},{""x"":2088,""y"":1368},{""x"":1633,""y"":1339},{""x"":1505,""y"":2062}]}]}"
ck7xqpm2d4pgc0832jhe6lmde,"{""points"":[{""geometry"":[{""x"":993,""y"":1273},{""x"":1767,""y"":968},{""x"":1950,""y"":1392},{""x"":1153,""y"":1713}]}]}"
ck7xqqfmz4psh0832bqkbp587,"{""points"":[{""geometry"":[{""x"":755,""y"":1148},{""x"":717,""y"":2064},{""x"":1307,""y"":2066},{""x"":1324,""y"":1153}]}]}"
ck7xqr4fj4q0m0832au1q6geo,"{""points"":[{""geometry"":[{""x"":1038,""y"":1464},{""x"":1571,""y"":2001},{""x"":1888,""y"":1689},{""x"":1346,""y"":1158}]}]}"
ck7xqrtepi2er0758wi1adat3,"{""points"":[{""geometry"":[{""x"":1242,""y"":886},{""x"":1377,""y"":1792},{""x"":1914,""y"":1706},{""x"":1775,""y"":789}]}]}"
ck7xqsil00h9i0981ybdwk0rn,"{""points"":[{""geometry"":[{""x"":790,""y"":2272},{""x"":1267,""y"":2386},{""x"":1438,""y"":1641},{""x"":957,""y"":1529}]}]}"
ck7xqt57l0hic0981sequvz1t,"{""points"":[{""geometry"":[{""x"":798,""y"":1967},{""x"":1238,""y"":1997},{""x"":1181,""y"":2758},{""x"":736,""y"":2731}]}]}"
ck7xqtalmi34o0758u97pduxi,"{""points"":[{""geometry"":[{""x"":1745,""y"":2169},{""x"":1745,""y"":2645},{""x"":981,""y"":2625},{""x"":1004,""y"":2152}]}]}"
ck7xqtv4c0hru0981f65z0rna,"{""points"":[{""geometry"":[{""x"":1134,""y"":1739},{""x"":2240,""y"":2345},{""x"":1776,""y"":3049},{""x"":687,""y"":2399}]}]}"
ck7xqu2a0v40i0813t52a7v0t,"{""points"":[{""geometry"":[{""x"":555,""y"":2059},{""x"":648,""y"":1388},{""x"":2007,""y"":1336},{""x"":2090,""y"":2006}]}]}"
ck7xquqnvv4cq08131aqsm2sv,"{""points"":[{""geometry"":[{""x"":923,""y"":2512},{""x"":1565,""y"":2897},{""x"":1771,""y"":2509},{""x"":1118,""y"":2128}]}]}"
ck7xquvvci3sd075871v5lol3,"{""points"":[{""geometry"":[{""x"":2143,""y"":2622},{""x"":2799,""y"":2643},{""x"":2793,""y"":2220},{""x"":2135,""y"":2209}]}]}"
ck7xqv7axd4yu0942pdfpzk78,"{""points"":[{""geometry"":[{""x"":949,""y"":1510},{""x"":1440,""y"":1737},{""x"":1166,""y"":2564},{""x"":570,""y"":2321}]}]}"
ck7xqvpvb4s2v0832c20hw5ib,"{""points"":[{""geometry"":[{""x"":1106,""y"":1389},{""x"":1785,""y"":1367},{""x"":1818,""y"":2448},{""x"":1069,""y"":2460}]}]}"
ck7xqw1y61doy0807a6u70i6w,"{""points"":[{""geometry"":[{""x"":1546,""y"":2177},{""x"":2474,""y"":2171},{""x"":2474,""y"":606},{""x"":1540,""y"":570}]}]}"
ck7xqwae80iut0981518p112y,"{""points"":[{""geometry"":[{""x"":1460,""y"":833},{""x"":1857,""y"":1188},{""x"":1215,""y"":1853},{""x"":825,""y"":1476}]}]}"
ck7xqwvvt4shc0832o4ynhqnr,"{""points"":[{""geometry"":[{""x"":952,""y"":2645},{""x"":1473,""y"":2677},{""x"":1505,""y"":1838},{""x"":981,""y"":1817}]}]}"
ck7xqx17i1e1g0807svucgbyq,"{""points"":[{""geometry"":[{""x"":1609,""y"":858},{""x"":1677,""y"":1795},{""x"":1128,""y"":1818},{""x"":1067,""y"":883}]}]}"
ck7xqy4y01elo0807xnnfn6pv,"{""points"":[{""geometry"":[{""x"":1117,""y"":1774},{""x"":1114,""y"":2314},{""x"":2021,""y"":2293},{""x"":1988,""y"":1755}]}]}"
ck7xqyrxm36fq0878zlr58bt1,"{""points"":[{""geometry"":[{""x"":971,""y"":3074},{""x"":1929,""y"":3038},{""x"":1826,""y"":1805},{""x"":1071,""y"":1855}]}]}"
ck7xqz3bc36ls087890wgdx7e,"{""points"":[{""geometry"":[{""x"":668,""y"":900},{""x"":697,""y"":1950},{""x"":1362,""y"":1911},{""x"":1314,""y"":837}]}]}"
ck7xqzrsai5qn0758dq8n12wb,"{""points"":[{""geometry"":[{""x"":763,""y"":3378},{""x"":1367,""y"":3378},{""x"":1367,""y"":3011},{""x"":789,""y"":3019}]}]}"
ck7xr0i3w0kmo0981p96ztauc,"{""points"":[{""geometry"":[{""x"":936,""y"":776},{""x"":1376,""y"":1493},{""x"":1806,""y"":1238},{""x"":1357,""y"":530}]}]}"
ck7xr1cdcv71508138atple0t,"{""points"":[{""geometry"":[{""x"":989,""y"":1816},{""x"":1187,""y"":2334},{""x"":2095,""y"":1975},{""x"":1882,""y"":1464}]}]}"
ck7xr206y0l5o0981dwbxj86j,"{""points"":[{""geometry"":[{""x"":1051,""y"":1254},{""x"":1482,""y"":1127},{""x"":1702,""y"":1887},{""x"":1256,""y"":2012}]}]}"
ck7xr32cz38fv0878byewvgl6,"{""points"":[{""geometry"":[{""x"":1121,""y"":1269},{""x"":1088,""y"":1784},{""x"":1889,""y"":1824},{""x"":1923,""y"":1307}]}]}"
ck7xr40njv82u0813qy3lh4w5,"{""points"":[{""geometry"":[{""x"":1283,""y"":1719},{""x"":1680,""y"":1946},{""x"":1265,""y"":2613},{""x"":874,""y"":2385}]}]}"
ck7xr461961s80874vnagy62s,"{""points"":[{""geometry"":[{""x"":2155,""y"":2112},{""x"":1661,""y"":3357},{""x"":891,""y"":2997},{""x"":1424,""y"":1820}]}]}"
ck7xr4moo4viz0832vfa7joyc,"{""points"":[{""geometry"":[{""x"":1013,""y"":1445},{""x"":2147,""y"":2164},{""x"":1765,""y"":2783},{""x"":566,""y"":2045}]}]}"
ck7xr4xv6626b0874u8g49ly1,"{""points"":[{""geometry"":[{""x"":1522,""y"":1488},{""x"":1745,""y"":2563},{""x"":936,""y"":2667},{""x"":707,""y"":1584}]}]}"
ck7xr50guv8l60813vgj07wv3,"{""points"":[{""geometry"":[{""x"":643,""y"":2356},{""x"":963,""y"":2654},{""x"":1482,""y"":2112},{""x"":1170,""y"":1816}]}]}"
ck7xr5d3ed9bg0942h5mip56c,"{""points"":[{""geometry"":[{""x"":1123,""y"":1188},{""x"":1756,""y"":1510},{""x"":1216,""y"":2580},{""x"":569,""y"":2274}]}]}"
ck7xr5q57i82x0758mnmgbmgw,"{""points"":[{""geometry"":[{""x"":794,""y"":1192},{""x"":1398,""y"":1136},{""x"":1467,""y"":2037},{""x"":741,""y"":2111}]}]}"
ck7xr6cjt62ny0874pk6vt9pw,"{""points"":[{""geometry"":[{""x"":2662,""y"":1570},{""x"":3336,""y"":1349},{""x"":3499,""y"":1756},{""x"":2814,""y"":2010}]}]}"
ck7xr7fosv9g20813j4avgjb1,"{""points"":[{""geometry"":[{""x"":1233,""y"":1310},{""x"":1905,""y"":1383},{""x"":1702,""y"":2567},{""x"":949,""y"":2440}]}]}"
ck7xr85hq3al60878p0ywaaof,"{""points"":[{""geometry"":[{""x"":1142,""y"":2617},{""x"":1743,""y"":2801},{""x"":2018,""y"":1862},{""x"":1441,""y"":1724}]}]}"
ck7xr8nhgdah409428fwuihge,"{""points"":[{""geometry"":[{""x"":1971,""y"":2702},{""x"":868,""y"":2800},{""x"":858,""y"":1438},{""x"":1747,""y"":1388}]}]}"
ck7xr90uqi99n0758vezycqmg,"{""points"":[{""geometry"":[{""x"":1029,""y"":1700},{""x"":1723,""y"":1816},{""x"":1647,""y"":2243},{""x"":945,""y"":2138}]}]}"
ck7xr9nmx1iul0807htzto235,"{""points"":[{""geometry"":[{""x"":958,""y"":2565},{""x"":1436,""y"":2737},{""x"":1755,""y"":1919},{""x"":1309,""y"":1779}]}]}"
ck7xraapq3b940878er0yrx13,"{""points"":[{""geometry"":[{""x"":1335,""y"":2299},{""x"":1464,""y"":2984},{""x"":2554,""y"":2773},{""x"":2370,""y"":2096}]}]}"
ck7xrakgkvahy0813iiolfpt4,"{""points"":[{""geometry"":[{""x"":1428,""y"":3106},{""x"":2340,""y"":3197},{""x"":2354,""y"":2730},{""x"":1469,""y"":2640}]}]}"
ck7xrbehq64ab0874reep31s4,"{""points"":[{""geometry"":[{""x"":688,""y"":1618},{""x"":1210,""y"":1536},{""x"":1359,""y"":2445},{""x"":819,""y"":2550}]}]}"
ck7xs6i7j5ecy0832cdgommf9,"{""points"":[{""geometry"":[{""x"":588,""y"":2059},{""x"":597,""y"":2613},{""x"":1536,""y"":2616},{""x"":1548,""y"":2035}]}]}"
ck7xs6xyb3rlm087872mgpu49,"{""points"":[{""geometry"":[{""x"":1772,""y"":2041},{""x"":2336,""y"":2882},{""x"":1827,""y"":3216},{""x"":1301,""y"":2332}]}]}"
ck7xs7le4dsns0942ciul0fwo,"{""points"":[{""geometry"":[{""x"":2280,""y"":1767},{""x"":1839,""y"":2981},{""x"":1097,""y"":2661},{""x"":1619,""y"":1499}]}]}"
ck7xs81mb20na0807xads29jo,"{""points"":[{""geometry"":[{""x"":1696,""y"":1659},{""x"":1504,""y"":2323},{""x"":1038,""y"":2215},{""x"":1287,""y"":1604}]}]}"
ck7xs8et13sl50878q04udpao,"{""points"":[{""geometry"":[{""x"":1358,""y"":1591},{""x"":1341,""y"":2009},{""x"":261,""y"":1959},{""x"":400,""y"":1527}]}]}"
ck7xs92wg3sxj0878ycuz9uox,"{""points"":[{""geometry"":[{""x"":1484,""y"":1647},{""x"":1361,""y"":2781},{""x"":731,""y"":2711},{""x"":893,""y"":1620}]}]}"
ck7xs9dqmvsg608132kztgjaz,"{""points"":[{""geometry"":[{""x"":1233,""y"":1225},{""x"":1457,""y"":2331},{""x"":690,""y"":2449},{""x"":526,""y"":1293}]}]}"
ck7xs9oo56lxf0874xawfsxcu,"{""points"":[{""geometry"":[{""x"":1504,""y"":1121},{""x"":1558,""y"":1866},{""x"":897,""y"":1894},{""x"":923,""y"":1097}]}]}"
ck7xsa1mx21rz08076heub21l,"{""points"":[{""geometry"":[{""x"":1802,""y"":1833},{""x"":1830,""y"":2596},{""x"":453,""y"":2543},{""x"":536,""y"":1785}]}]}"
ck7xsadyu5gm408326gfldy8g,"{""points"":[{""geometry"":[{""x"":1918,""y"":1335},{""x"":1853,""y"":1807},{""x"":1032,""y"":1779},{""x"":1086,""y"":1284}]}]}"
ck7xsb8ve5h6e0832n0xzjx9c,"{""points"":[{""geometry"":[{""x"":2135,""y"":1639},{""x"":2439,""y"":2370},{""x"":1200,""y"":2792},{""x"":966,""y"":2031}]}]}"
ck7xsbqzj6n2108740b7um03e,"{""points"":[{""geometry"":[{""x"":1541,""y"":1311},{""x"":1688,""y"":1789},{""x"":696,""y"":2061},{""x"":596,""y"":1551}]}]}"
ck7xsc3va5hif0832rcks61p4,"{""points"":[{""geometry"":[{""x"":1475,""y"":1508},{""x"":1879,""y"":2145},{""x"":1335,""y"":2342},{""x"":999,""y"":1652}]}]}"
ck7xsctkevu8q081355j3o59e,"{""points"":[{""geometry"":[{""x"":1840,""y"":1676},{""x"":1612,""y"":2638},{""x"":1008,""y"":2477},{""x"":1265,""y"":1564}]}]}"
ck7xsdwpl3vea0878x9yntitn,"{""points"":[{""geometry"":[{""x"":1849,""y"":2551},{""x"":857,""y"":2673},{""x"":636,""y"":1298},{""x"":1689,""y"":1290}]}]}"
ck7xsedon3vo00878h0gvi9cj,"{""points"":[{""geometry"":[{""x"":1994,""y"":1498},{""x"":2444,""y"":2146},{""x"":1360,""y"":2909},{""x"":887,""y"":2183}]}]}"
ck7xsenxtitxb0758qz461vya,"{""points"":[{""geometry"":[{""x"":1636,""y"":1277},{""x"":2141,""y"":1737},{""x"":1346,""y"":2297},{""x"":901,""y"":1751}]}]}"
ck7xsf37x245g0807ukz4von8,"{""points"":[{""geometry"":[{""x"":2523,""y"":3056},{""x"":2272,""y"":3726},{""x"":1198,""y"":3160},{""x"":1541,""y"":2598}]}]}"
ck7xsfdvr5j6p083265q25mv2,"{""points"":[{""geometry"":[{""x"":1846,""y"":2103},{""x"":1855,""y"":2555},{""x"":1010,""y"":2564},{""x"":1054,""y"":2109}]}]}"
ck7xvevch53uy0878sx8lmz3z,"{""points"":[{""geometry"":[{""x"":1908,""y"":1331},{""x"":1384,""y"":1470},{""x"":1579,""y"":2363},{""x"":2157,""y"":2232}]}]}"
ck7xvfdd43coq0807oaex6vlq,"{""points"":[{""geometry"":[{""x"":1667,""y"":849},{""x"":1961,""y"":1568},{""x"":1482,""y"":1765},{""x"":1206,""y"":1051}]}]}"
ck7xvfykj7xm408747675p8ea,"{""points"":[{""geometry"":[{""x"":1176,""y"":1023},{""x"":1597,""y"":1294},{""x"":1096,""y"":2038},{""x"":651,""y"":1751}]}]}"
ck7xvgmen2iqv0981grk685by,"{""points"":[{""geometry"":[{""x"":1893,""y"":916},{""x"":1770,""y"":1696},{""x"":1249,""y"":1615},{""x"":1390,""y"":847}]}]}"
ck7xvhe3n2j2h0981bjiofr82,"{""points"":[{""geometry"":[{""x"":1037,""y"":1480},{""x"":1021,""y"":1732},{""x"":623,""y"":1710},{""x"":645,""y"":1457}]}]}"
ck7xvi2as2jxk0981nwk9e66k,"{""points"":[{""geometry"":[{""x"":1142,""y"":634},{""x"":1147,""y"":981},{""x"":598,""y"":980},{""x"":586,""y"":631}]}]}"
ck7xvijdgx5bi0813st8lmsvl,"{""points"":[{""geometry"":[{""x"":1272,""y"":972},{""x"":1266,""y"":1392},{""x"":597,""y"":1375},{""x"":597,""y"":958}]}]}"
ck7xvj8u36tie0832x3lizao9,"{""points"":[{""geometry"":[{""x"":2422,""y"":1169},{""x"":2395,""y"":1458},{""x"":2198,""y"":1431},{""x"":2231,""y"":1149}]}]}"
ck7xvjyfh55w50878gjrciz9h,"{""points"":[{""geometry"":[{""x"":1739,""y"":961},{""x"":1874,""y"":1822},{""x"":1354,""y"":1899},{""x"":1254,""y"":1037}]}]}"
ck7xvkgcxx6850813v4ov38h5,"{""points"":[{""geometry"":[{""x"":1565,""y"":1571},{""x"":1638,""y"":2204},{""x"":1268,""y"":2247},{""x"":1205,""y"":1616}]}]}"
ck7xvlrwzx6xf0813saklu62z,"{""points"":[{""geometry"":[{""x"":1361,""y"":873},{""x"":1817,""y"":1551},{""x"":1385,""y"":1845},{""x"":938,""y"":1167}]}]}"
ck7xvmcd73g3b0807jze3wiks,"{""points"":[{""geometry"":[{""x"":1800,""y"":1787},{""x"":1485,""y"":2176},{""x"":806,""y"":1624},{""x"":1114,""y"":1222}]}]}"
ck7xvn7uzk5rt0758vtot0cz8,"{""points"":[{""geometry"":[{""x"":1665,""y"":1558},{""x"":1571,""y"":2334},{""x"":1120,""y"":2279},{""x"":1215,""y"":1508}]}]}"
ck7xvnn2z2mcy0981w6c45vjq,"{""points"":[{""geometry"":[{""x"":1833,""y"":1907},{""x"":1382,""y"":2491},{""x"":1034,""y"":2241},{""x"":1485,""y"":1640}]}]}"
ck7xvodqd3gw80807s6m5bkre,"{""points"":[{""geometry"":[{""x"":2084,""y"":1392},{""x"":1385,""y"":2291},{""x"":781,""y"":1913},{""x"":1518,""y"":1133}]}]}"
ck7xvp37t2myg0981nwlnufsj,"{""points"":[{""geometry"":[{""x"":2424,""y"":1008},{""x"":3287,""y"":1441},{""x"":2977,""y"":1986},{""x"":2149,""y"":1510}]}]}"
ck7xvq0e0x8pw0813zkfvwsmx,"{""points"":[{""geometry"":[{""x"":2007,""y"":1960},{""x"":1497,""y"":2460},{""x"":655,""y"":1618},{""x"":1152,""y"":1204}]}]}"
ck7xvqild2nhn0981jxtjaoee,"{""points"":[{""geometry"":[{""x"":1863,""y"":1836},{""x"":1556,""y"":2198},{""x"":909,""y"":1696},{""x"":1200,""y"":1323}]}]}"
